name,runway,time,city,money,brand
高尔夫 2012款 1.6L 自动 豪华型,1.70,2014,兰州,9.38,大众
捷达 2008款 ATF 1.6L 自动前卫,9.00,2008,青岛,1.99,大众
桑塔纳 2007款 景畅型,9.00,2008,太原,2.85,大众
POLO 2012款 Cross 1.6L 手动,5.00,2012,贵阳,6.60,大众
朗逸 2013款 1.6L 自动 风尚版,2.60,2014,南京,7.90,大众
宝来 2011款 1.6L 自动 时尚型,6.00,2011,合肥,4.68,大众
POLO 2013款 1.4L 手动 风尚版,4.00,2014,红河,5.46,大众
桑塔纳 2015款 1.6L 手动 舒适版,2.00,2015,上海,5.49,大众
帕萨特 2004款 1.8T手动天窗增值型,10.00,2004,上海,1.68,大众
宝来 2016款 1.6L 手自一体豪华型,0.30,2016,嘉兴,10.88,大众
速腾 2007款 1.8T 手动舒适型真皮版,8.27,2007,苏州,3.18,大众
POLO 2006款 劲情 1.4 MT时尚版,10.00,2007,成都,1.98,大众
朗逸 2011款 1.6L 手动品悠版,6.00,2011,厦门,4.88,大众
迈腾 2017款 330TSI 双离合 豪华版,0.30,2017,哈尔滨,21.30,大众
高尔夫·嘉旅 2016款 1.6L 手自一体 舒适版,1.20,2016,南宁,10.80,大众
高尔夫 2018款 230TSI 双离合 舒适版,0.20,2018,台州,14.50,大众
途观 2016款 300TSI 手自一体 四驱 风尚视野版,0.84,2017,深圳,20.90,大众
途观 2017款 300TSI 手自一体 两驱 丝绸之路舒适...,0.90,2017,资阳,15.66,大众
速腾 2009款 1.6L/2V 时尚型真皮版 手动,3.60,2009,南京,3.80,大众
宝来 2008款 1.6L 手自一体时尚型,6.00,2009,乐山,4.98,大众
朗逸 2011款 1.6L 自动品悠版,7.00,2010,上饶,5.38,大众
高尔夫 2010款 1.4T 自动舒适型,6.80,2010,长沙,6.88,大众
速腾 2015款 1.6L 手自一体 舒适型,0.80,2016,合肥,11.35,大众
POLO 2016款 1.6L 自动 舒适版,1.33,2016,成都,7.08,大众
速腾 2012款 1.6L 手自一体 舒适型,2.31,2012,大连,9.20,大众
朗逸 2013款 1.6L 自动 风尚版,0.90,2017,南宁,9.68,大众
POLO 2002款 1.4两厢自动豪华型,9.70,2003,常州,1.58,大众
甲壳虫 2013款 1.2 TSI 舒适型,3.66,2013,成都,12.18,大众
POLO 2011款 1.4L 手动 致乐版,5.70,2012,郑州,4.20,大众
帕萨特 2014款 1.8T 自动 尊荣版,3.26,2014,成都,12.38,大众
甲壳虫 2015款 180TSI,2.30,2014,南京,14.45,大众
高尔夫(进口) 2011款 旅行版 1.4T Comfortline,4.20,2012,重庆,10.38,大众
朗逸 2008款 1.6L自动品雅版,7.30,2010,扬州,4.98,大众
朗行 2013款 1.4TSI DSG 舒适版,4.10,2013,毕节,9.50,大众
宝来 2012款 1.6L 手动 舒适超值版,4.80,2012,西安,5.88,大众
朗逸 2013款 1.6L 自动 风尚版,3.20,2014,苏州,7.78,大众
帕萨特 2007款 领驭 1.8T 手动标准型,8.10,2008,衡阳,3.16,大众
捷达 2017款 1.5L 自动 豪华版,1.00,2017,曲靖,7.90,大众
宝来 2011款 1.4T 自动 舒适型,7.00,2010,武汉,5.30,大众
尚酷 2015款 2.0TSI R,1.50,2016,杭州,24.50,大众
POLO 2011款 1.4L 自动 致尚版,5.00,2012,武汉,5.10,大众
POLO 2013款 1.6L 自动 舒适版,2.53,2015,宜昌,7.30,大众
捷达 2011款 1.6 手动 纪念版,5.00,2012,榆林,4.48,大众
朗逸 2011款 1.6L 自动品悠版,6.49,2010,常州,5.98,大众
途安 2008款 2.0L智享版 自动挡5座,8.00,2009,上海,5.38,大众
帕萨特 2005款 1.8T自动天窗型,11.00,2006,厦门,4.58,大众
甲壳虫 2013款 1.4 TSI 时尚型,4.38,2012,宁波,12.88,大众
朗逸 2011款 1.6L 手动品雅版,3.60,2012,南京,5.80,大众
POLO 2013款 1.4L 手动 风尚版,3.65,2013,大连,4.90,大众
尚酷 2015款 1.4TSI 风尚版,1.30,2014,石家庄,15.88,大众
迈腾 2012款 1.8T 手自一体 豪华型,4.60,2012,南京,22.80,大众
朗逸 2011款 1.4TSI 手动品轩版,6.82,2010,武汉,5.30,大众
POLO 2013款 1.4L 自动 舒适版,4.00,2013,宁波,6.08,大众
POLO 2016款 1.6L 自动 豪华版,0.65,2017,石家庄,9.80,大众
朗逸 2017款 1.6L 手自一体 风尚版,1.10,2016,武汉,10.80,大众
POLO 2012款 Cross 1.6L 手自一体,5.10,2012,柳州,6.18,大众
迈腾 2015款 1.8T 手自一体 领先型,2.52,2015,东莞,18.88,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,1.60,2015,成都,12.88,大众
帕萨特 2007款 领驭 2.0L MFI手动标准型,9.00,2008,贵阳,4.58,大众
桑塔纳 2015款 1.6L 手动 风尚版,1.42,2016,太原,5.90,大众
POLO 2014款 1.6L 自动 舒适版,1.10,2015,宁波,7.88,大众
朗逸 2013款 1.6L 自动 风尚版,4.73,2013,青岛,8.38,大众
朗逸 2015款 1.4T 手动 230TSI  舒适版,2.00,2015,兰州,9.79,大众
捷达 2016款 1.6L 自动 25周年纪念版,1.10,2017,湖州,7.60,大众
途锐 2011款 V6 TSI 标配型,6.00,2011,哈尔滨,29.58,大众
POLO 2013款 1.6L 手动 舒适版,0.66,2013,太原,4.90,大众
高尔夫 2015款 1.4TSI 自动 R-Line,1.80,2016,郑州,11.90,大众
POLO 2014款 1.4L 手动 风尚版,3.00,2014,济南,5.30,大众
帕萨特 2014款 1.8T 双离合 尊雅版,0.40,2017,苏州,17.58,大众
大众CC 2015款 2.0T 双离合 至尊型,2.00,2015,成都,19.87,大众
捷达 2015款 质惠版 1.4L 手动 时尚版,1.40,2015,宁波,6.04,大众
POLO 2011款 1.6L 自动 致尚版,4.35,2012,宁波,5.69,大众
迈腾 2007款 1.8TSI 手自一体舒适型,7.00,2008,赤峰,6.00,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,4.35,2013,太原,4.95,大众
速腾 2015款 1.6L 手自一体 舒适型,1.82,2016,青岛,10.98,大众
辉昂 2016款 2.0T DSG 380TSI 两驱至尊版,0.37,2017,成都,31.80,大众
帕萨特 2016款 280TSI DSG尊荣版,0.82,2017,青岛,17.50,大众
帕萨特 2013款 2.0T 双离合 御尊版,3.90,2014,深圳,15.50,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,2.10,2016,郑州,12.50,大众
途锐 2005款 4.2L 顶配,10.04,2006,太原,15.80,大众
宝来 2013款 1.6L 自动 时尚型,2.60,2015,成都,8.90,大众
高尔夫 2010款 1.6 自动时尚型,7.30,2010,西安,6.00,大众
高尔夫 2017款 230TSI 双离合 舒适百万辆纪念版,0.90,2017,郑州,11.90,大众
朗逸 2013款 1.6L 自动 风尚版,1.17,2016,南昌,8.98,大众
朗逸 2010款 1.6L 手动品雅进享版,5.00,2010,常州,5.98,大众
甲壳虫 2014款 1.4 TSI 舒适型,2.00,2015,常州,15.20,大众
迈腾 2017款 330TSI 双离合 领先版,3.00,2015,郑州,14.66,大众
宝来 2014款 1.6L 手动 时尚型,0.80,2014,合肥,6.75,大众
帕萨特 2013款 1.8T 双离合 御尊版,4.20,2013,郑州,12.70,大众
朗逸 2013款 1.6L 自动 风尚版,4.18,2013,青岛,7.90,大众
途观L 2017款 330TSI 双离合 两驱 旗舰版,0.08,2018,武汉,26.30,大众
迈腾 2012款 3.0L 手自一体 V6 FSI 旗舰型,5.00,2012,银川,15.57,大众
POLO 2011款 1.6L 手动 致尚版,3.87,2012,临沂,5.00,大众
POLO 2013款 1.6L 自动 舒适版,3.60,2013,北京,6.80,大众
朗逸 2017款 1.6L 手自一体 舒适版,0.70,2017,南充,11.39,大众
桑塔纳 2013款 1.6L 自动 风尚版,3.50,2014,武汉,6.60,大众
帕萨特 2009款 领驭 1.8T 自动尊品型,5.38,2010,上海,7.80,大众
迈腾 2013款 1.8T 手自一体 豪华型,3.24,2014,大连,15.45,大众
帕萨特 2009款 领驭 1.8T 手动尊享型,5.95,2009,兰州,6.30,大众
宝来 2005款 1.6自动基本型,10.60,2006,厦门,2.60,大众
大众CC 2013款 3.0L V6 FSI,3.50,2014,福州,19.88,大众
朗逸 2008款 2.0L手动品轩版,7.16,2008,大连,4.48,大众
高尔夫(进口) 2011款 旅行版 1.4 Variant 1.4T ...,5.20,2012,郑州,11.98,大众
高尔夫 2011款 1.6L 手动时尚型,4.00,2012,武汉,6.38,大众
宝来 2018款 1.5L 手自一体 时尚版,0.20,2018,西安,11.49,大众
宝来 2008款 1.6L 自动舒适型,7.90,2009,昆明,4.38,大众
迈腾 2015款 2.0T 手自一体 尊贵型,1.90,2016,商丘,22.60,大众
帕萨特 2015款 1.4T 双离合 蓝驱技术版,1.70,2016,贵阳,15.00,大众
帕萨特 2016款 330TSI DSG御尊版,1.20,2016,郑州,18.50,大众
宝来 2008款 1.6L 自动时尚型,8.00,2008,西安,3.58,大众
朗逸 2017款 1.6L 手自一体 风尚版,0.02,2018,厦门,11.80,大众
甲壳虫 2010款 墨橘版 2.0舒适版,6.23,2010,北京,9.60,大众
捷达 2004款 CIF 1.6L 手动都市春天基本型,8.63,2006,临沂,1.90,大众
POLO 2014款 1.6L 自动 豪华版,2.00,2015,绵阳,7.68,大众
甲壳虫 2010款 1.6,6.30,2010,东莞,9.50,大众
途安 2011款 1.4 TSI手动5座 智尚版,2.74,2012,长春,7.88,大众
朗逸 2017款 1.6L 手自一体 舒适版,0.45,2017,佛山,10.50,大众
宝来 2005款 1.6自动基本型天窗版,10.00,2005,常州,2.38,大众
捷达 2013款 1.4L 手动时尚型,3.50,2014,哈尔滨,5.20,大众
迈腾(进口) 2012款 旅行版 2.0T 舒适型,4.20,2013,西安,15.50,大众
宝来 2003款 1.6L 手动基本型,10.00,2004,成都,1.58,大众
朗逸 2011款 1.6L 手动品悠版,5.16,2011,济南,4.80,大众
速腾 2009款 1.6L/2V 时尚型真皮版 自动,7.65,2009,常州,4.80,大众
朗逸 2015款 1.4TSI DSG 30周年纪念版,2.04,2015,中山,12.30,大众
宝来 2012款 1.6L 手动 时尚型,4.70,2012,天津,4.70,大众
尚酷 2011款 1.4 TSI 风尚版 单增压,3.50,2014,郑州,13.50,大众
捷达 2015款 质惠版 1.6L 手动舒适型,1.20,2016,成都,6.16,大众
POLO 2013款 1.4L 手动 风尚版,3.41,2013,沈阳,4.78,大众
POLO 2013款 1.4L 手动 舒适版,3.80,2013,银川,4.90,大众
宝来 2015款 质惠版 1.4TSI 自动Sportline,2.20,2015,哈尔滨,10.10,大众
朗逸 2014款 1.6L 手自一体 运动版,1.25,2016,南京,8.80,大众
POLO 2011款 1.6L 手动 致尚版,3.98,2012,沈阳,4.58,大众
捷达 2017款 1.4TSI 双离合 运动版,1.00,2016,武汉,6.98,大众
POLO 2016款 1.6L 手动 舒适版,1.00,2016,沈阳,5.90,大众
速腾 2012款 1.4T 双离合 时尚型,3.50,2013,泉州,9.90,大众
高尔夫 2016款 1.4TSI 自动舒适型,0.35,2016,郑州,12.50,大众
甲壳虫 2016款 180TSI Club版,1.60,2016,临沂,17.80,大众
帕萨特 2011款 1.8T 自动 AQ 尊荣版,6.00,2011,淮安,9.58,大众
迈腾 2011款 1.8TSI DSG舒适型,6.00,2011,哈尔滨,8.88,大众
尚酷 2011款 2.0 TSI 豪华版,2.00,2013,上海,16.49,大众
途锐 2006款 3.2LV6顶配,5.28,2006,哈尔滨,12.80,大众
POLO 2002款 1.4两厢手动豪华型,10.28,2003,南京,1.00,大众
宝来 2014款 1.6L 手动 舒适型,3.20,2014,温州,6.38,大众
帕萨特 2009款 领驭 2.0L MFI 手动尊享型,8.20,2009,兰州,5.60,大众
途观 2012款 1.8TSI 手自一体 前驱 菁英版,11.00,2012,泉州,15.30,大众
朗逸 2013款 经典款 1.6L 自动 豪华版,5.20,2013,温州,6.90,大众
途观 2016款 300TSI 手自一体 两驱 风尚版,1.50,2016,上海,16.88,大众
途观 2010款 1.8TSI 手自一体 前驱 风尚版,8.00,2010,石家庄,10.40,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,9.74,2008,上海,4.66,大众
帕萨特 2009款 领驭 2.8V6 自动至尊型,8.50,2010,长春,8.20,大众
速腾 2006款 2.0L/2V手动时尚型,10.93,2007,上海,3.68,大众
朗逸 2011款 1.6L 自动品雅版,6.40,2012,南宁,7.30,大众
速腾 2011款 1.8T 自动 冠军版,6.50,2012,兰州,8.30,大众
桑塔纳 2007款 景畅型,7.00,2011,沈阳,3.50,大众
速腾 2009款 1.6L/2V 时尚型真皮版 手动,9.00,2009,苏州,3.88,大众
速腾 2011款 1.6L 手动 舒适型,7.30,2011,南京,6.30,大众
速腾 2012款 1.4T 双离合 时尚型,5.20,2013,哈尔滨,9.28,大众
迈腾 2018款 330TSI 双离合 豪华版,0.70,2017,哈尔滨,21.78,大众
桑塔纳 2007款 旅行车1.8 GLI 手动,11.10,2007,上海,4.98,大众
帕萨特 2011款 1.8T 自动 AQ 尊荣版,6.60,2012,石家庄,11.90,大众
POLO 2014款 Cross 1.6L 手自一体,3.77,2014,长沙,7.88,大众
大众CC 2013款 1.8T 双离合 尊贵型,9.00,2014,宁波,17.20,大众
高尔夫 2010款 GTI 舒适版,8.41,2010,上海,11.80,大众
速腾 2011款 1.4T 自动 技术型,8.34,2010,上海,6.38,大众
Tiguan 2011款 2.0 TSI R Line,5.80,2013,榆林,16.80,大众
甲壳虫 2013款 1.4 TSI 舒适型,5.00,2013,南宁,13.80,大众
POLO 2006款 劲取 1.6L 手自一体雅尊版 真皮...,12.00,2007,济宁,3.38,大众
途安L 2016款 280TSI 双离合 豪华版,0.96,2017,上海,18.98,大众
POLO 2011款 1.4L 自动 致尚版,6.56,2012,上海,5.80,大众
高尔夫 2011款 1.4T 自动舒适型,7.10,2011,北京,7.58,大众
帕萨特 2009款 领驭 1.8T 自动尊仕型,9.00,2010,上海,7.50,大众
甲壳虫 2013款 1.2 TSI 舒适型,5.30,2013,长沙,13.68,大众
夏朗 2013款 1.8TSI 标配型,2.20,2016,太原,19.90,大众
帕萨特 2011款 1.8T 自动 Highline 御尊版,7.00,2011,东莞,12.68,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,8.17,2010,西宁,3.85,大众
帕萨特 2013款 1.8T 双离合 尊荣版,5.50,2013,北京,13.60,大众
迈腾 2013款 1.8T 手自一体 豪华型,4.20,2014,西安,15.60,大众
帕萨特 2011款 2.0T 自动 Highline 御尊版,7.50,2011,上海,13.58,大众
帕萨特 2011款 2.0T 自动 Highline 御尊版,7.32,2011,上海,13.80,大众
速腾 2012款 1.6L 手动 舒适型,6.00,2013,石家庄,7.98,大众
POLO 2013款 1.4L 手动 舒适版,5.50,2013,西安,4.90,大众
桑塔纳 2010款 志俊 1.6L手动 实尚型,4.67,2014,上海,4.98,大众
宝来 2011款 1.6L 手动 舒适型,7.29,2011,南京,5.20,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,9.80,2009,南京,7.80,大众
帕萨特 2011款 1.8T AT尊荣版,7.53,2011,上海,11.50,大众
尚酷 2011款 1.4 TSI 舒适版,7.50,2011,南宁,12.80,大众
途观 2016款 280TSI 双离合 两驱 丝绸之路舒...,0.80,2017,天津,17.80,大众
宝来 2011款 1.4T 手动 豪华型,7.65,2011,天津,5.70,大众
高尔夫 2012款 1.4T 自动舒适型,6.35,2012,呼和浩特,11.70,大众
捷达 2015款 质惠版 1.6L 自动时尚型,1.90,2016,济南,7.20,大众
帕萨特 2013款 2.0T 双离合 御尊版,6.50,2012,南京,13.60,大众
桑塔纳 2007款 景畅 1.8 手动豪华型,9.28,2010,上海,3.40,大众
宝来 2012款 1.4T 自动 舒适型,6.30,2013,南京,7.10,大众
大众CC 2015款 2.0T 双离合 豪华型,2.80,2016,西安,21.98,大众
帕萨特 2011款 2.0T 自动 Highline 御尊版,6.43,2012,上海,11.20,大众
宝来 2013款 1.6L 自动 舒适型,6.02,2013,上海,7.98,大众
速腾 2014款 1.6L 手自一体  时尚型,2.30,2015,银川,10.70,大众
捷达 2015款 1.6L 自动时尚型,3.00,2014,哈尔滨,6.20,大众
高尔夫 2012款 1.6L 自动 舒适型,3.00,2013,昆明,7.99,大众
朗逸 2010款 1.4TSI运动版,4.83,2012,南宁,7.68,大众
宝来 2013款 1.6L 自动 豪华型,1.91,2014,中山,11.80,大众
速腾 2012款 1.6L 手自一体  时尚型,3.50,2013,西安,8.80,大众
帕萨特 2003款 2.0L自动舒适型,12.00,2004,合肥,1.98,大众
高尔夫(进口) 2011款 2.0T R,6.00,2011,杭州,18.50,大众
POLO 2003款 1.4三厢自动舒适型,8.00,2004,惠州,2.18,大众
速腾 2017款 230TSI 双离合 豪华版,0.50,2017,佛山,13.80,大众
POLO 2013款 1.4L 手动 风尚版,4.00,2013,重庆,4.89,大众
甲壳虫 2013款 1.4 TSI 舒适型,3.70,2012,上海,12.98,大众
迈腾 2012款 2.0TSI DSG 尊贵型,6.00,2011,保定,12.90,大众
捷达 2015款 质惠版 1.6L 手动舒适型,1.21,2016,昆明,6.70,大众
途观 2013款 1.8TSI 手自一体 前驱 舒适版,4.00,2013,成都,14.38,大众
POLO 2009款 劲取 1.4L 自动雅致版,6.70,2010,昆明,4.26,大众
朗行 2015款 1.6L 手自一体  风尚版,0.45,2017,郑州,11.38,大众
POLO 2014款 1.6L 自动 舒适版,3.00,2014,厦门,6.88,大众
朗逸 2011款 1.6L 自动品悠版,4.50,2011,兰州,6.28,大众
帕萨特 2013款 1.8T 双离合 尊荣版,4.60,2013,成都,13.50,大众
宝来 2013款 1.6L 自动 豪华型,3.53,2014,武汉,8.38,大众
POLO 2011款 劲取 1.6L 手动 实酷版,5.28,2012,银川,5.18,大众
速腾 2007款 1.8T 手动舒适型真皮版,9.00,2007,合肥,3.40,大众
宝来 2011款 1.6L 手动 舒适型,5.80,2011,昆明,4.56,大众
POLO 2006款 劲情 1.6 AT风尚版,9.16,2007,南京,3.18,大众
桑塔纳 2015款 1.6L 手动 风尚版,2.00,2016,合肥,5.60,大众
凌渡 2017款 230TSI 双离合 风尚版,0.80,2017,成都,8.89,大众
POLO 2011款 1.6L 自动 致尚版,4.00,2011,重庆,6.38,大众
甲壳虫 2010款 墨橘版 1.8T豪华版,4.20,2011,沈阳,10.58,大众
POLO 2009款 劲取 1.6L 手动雅致版,7.00,2010,昆明,4.60,大众
POLO 2006款 劲取 1.6L 手动雅致版,9.50,2007,西安,2.98,大众
桑塔纳 2016款 1.6L 手动 舒适版,1.00,2016,通化,5.80,大众
帕萨特 2016款 330TSI DSG御尊版,1.00,2016,石家庄,18.88,大众
朗逸 2009款 2.0L 自动品轩版,7.70,2009,广州,5.18,大众
速腾 2011款 1.4T 手动 豪华型,2.27,2011,太原,5.60,大众
迈腾 2017款 330TSI 双离合 豪华版,0.30,2017,郑州,19.90,大众
捷达 2013款 1.6L 手动豪华型,4.24,2013,武汉,5.38,大众
凌渡 2018款 280TSI 双离合 舒适版,0.51,2017,郑州,14.10,大众
帕萨特 2007款 领驭 2.0L MFI手动标准型,9.10,2008,信阳,3.30,大众
高尔夫·嘉旅 2016款 1.6L 手自一体 舒适版,0.90,2017,南京,10.98,大众
桑塔纳 2007款 景畅 1.8 手动豪华型,5.40,2011,沈阳,3.20,大众
高尔夫 2012款 1.6L 自动 舒适型,4.70,2013,常州,9.38,大众
捷达 2015款 质惠版 1.4L 手动舒适型,1.27,2016,成都,5.38,大众
宝来 2008款 1.6L 手自一体豪华型,6.00,2010,长沙,5.28,大众
POLO 2013款 1.4L 自动 舒适版,4.20,2013,南京,6.40,大众
宝来 2015款 质惠版 1.6L 自动时尚型,2.00,2015,哈尔滨,8.30,大众
朗逸 2011款 2.0L 自动品悠版,5.64,2011,合肥,6.20,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,5.29,2012,石家庄,4.30,大众
迈腾 2012款 2.0T 手自一体 尊贵型,4.70,2013,成都,11.60,大众
POLO 2011款 劲取 1.4L 手动 实乐版,5.00,2012,西安,4.90,大众
POLO 2011款 劲取 1.4L 手动 实乐版,5.60,2012,郑州,4.10,大众
途安 2013款 1.4T 手动 风尚版 5座,3.00,2013,上海,7.79,大众
高尔夫(进口) 2011款 2.0T R,5.00,2011,南京,20.58,大众
POLO 2016款 1.6L 自动 舒适版,1.00,2016,上海,8.30,大众
POLO 2014款 1.4L 自动 舒适版,1.90,2015,无锡,7.50,大众
甲壳虫 2007款 1.8T豪华型,7.00,2008,柳州,7.98,大众
途观 2015款 1.8TSI 手自一体 前驱 舒适版,5.90,2016,绵阳,17.80,大众
大众CC 2016款 2.0T 双离合 至尊版,2.10,2015,郑州,20.60,大众
朗逸 2013款 1.6L 自动 风尚版,1.80,2016,佛山,8.88,大众
甲壳虫 2007款 自动版(3门)豪华型,8.00,2007,南京,6.30,大众
桑塔纳 2015款 1.6L 自动 风尚版,2.10,2015,揭阳,7.88,大众
辉腾 2012款 3.0L 商务型 汽油版,4.00,2013,济南,32.80,大众
帕萨特 2015款 1.8T 双离合 尊荣版,7.20,2016,天津,14.68,大众
甲壳虫 2010款 1.6,5.90,2010,南京,9.20,大众
速腾 2014款 2.0T 双离合 GLI,5.30,2015,上海,11.50,大众
速腾 2006款 1.6L/2V 手自一体时尚型,9.00,2007,苏州,3.68,大众
凌渡 2015款 1.8T DSG 330TSI 舒适版,1.70,2016,上海,15.50,大众
POLO 2013款 1.6L 自动 舒适版,4.89,2012,上海,6.58,大众
POLO 2013款 1.6L 自动 舒适版,4.89,2012,上海,6.58,大众
速腾 2014款 1.6L 手自一体  时尚型,3.33,2014,南京,10.20,大众
POLO 2009款 Cross 1.6 MT,7.00,2009,石家庄,4.30,大众
朗逸 2008款 1.6L自动品雅版,7.80,2009,南京,4.88,大众
迈腾 2018款 330TSI 双离合 尊贵版,0.86,2017,唐山,23.28,大众
帕萨特 2011款 1.8T AT尊荣版,5.60,2011,上海,11.10,大众
捷达 2007款 CIF 都市春天（手动挡）,9.26,2007,长春,2.55,大众
宝来 2003款 1.8T 自动豪华型,13.00,2003,深圳,1.68,大众
途观L 2017款 330TSI 双离合 两驱 豪华版,0.50,2017,长沙,23.68,大众
POLO 2007款 Cross 1.6 AT,6.58,2010,上海,5.56,大众
POLO 2013款 1.4L 手动 风尚版,3.60,2014,枣庄,5.38,大众
迈腾 2013款 1.8T 手自一体 豪华型,3.64,2014,上海,15.98,大众
朗逸 2011款 1.6L 自动品悠版,7.21,2010,上海,5.50,大众
朗逸 2008款 1.6L手动品雅版,8.79,2008,上海,3.85,大众
捷达 2013款 1.6L 手动舒适型,3.90,2014,泉州,5.48,大众
帕萨特 2017款 330TSI 双离合 御尊版,0.30,2017,南京,21.30,大众
朗逸 2008款 1.6L自动品雅版,7.50,2010,宝鸡,4.68,大众
帕萨特 2009款 领驭 1.8T 自动尊品型,8.10,2009,上海,6.88,大众
帕萨特 2006款 领驭 2.8LV6手自一体旗舰型,9.03,2008,上海,5.80,大众
辉腾 2014款 3.0L 商务型 汽油版,4.00,2013,济南,33.30,大众
途观 2013款 2.0TSI 旗舰版 手自一体 四驱,4.40,2013,兰州,16.38,大众
大众CC 2010款 2.0T 豪华型,7.00,2010,长春,11.50,大众
POLO 2014款 1.4L 手动 风尚版,2.10,2016,沈阳,6.30,大众
POLO 2009款 劲取 1.4L 手动雅适版,8.60,2009,太原,2.80,大众
POLO 2016款 1.6L 自动 舒适版,2.00,2016,西安,7.90,大众
宝来 2008款 1.6L 手自一体舒适型,8.40,2009,绵阳,4.70,大众
途安 2011款 1.4 TSI自动5座 智臻版,5.64,2012,上海,8.90,大众
POLO 2014款 Cross 1.6L 手自一体,3.58,2014,南京,8.68,大众
Tiguan 2016款 2.0T 手自一体 四标准型,1.60,2016,佛山,23.68,大众
POLO 2013款 1.6L 自动 舒适版,5.00,2013,苏州,5.88,大众
捷达 2013款 1.6L 自动舒适型,4.40,2013,沈阳,6.28,大众
朗逸 2008款 1.6L自动品雅版,8.31,2009,上海,5.56,大众
大众CC 2016款 1.8T 双离合 豪华版,1.30,2017,合肥,21.88,大众
迈腾 2009款 2.0 TSI DSG手自一体豪华型,8.00,2010,无锡,8.80,大众
尚酷 2009款 1.4 TSI 豪华版,6.90,2011,大连,11.98,大众
捷达 2015款 1.6L 手动时尚型,2.00,2016,西安,5.80,大众
POLO 2014款 1.6L 自动 舒适版,3.60,2014,荆州,6.50,大众
朗逸 2008款 2.0L手动品轩版,8.00,2009,武汉,4.38,大众
途观 2010款 旗舰版 2.0TSI 手自一体 4MOTION,6.00,2011,常州,13.80,大众
捷达 2015款 1.6L 自动舒适型,1.60,2016,哈尔滨,6.95,大众
高尔夫 2010款 GTI 舒适版,7.20,2010,厦门,11.00,大众
朗逸 2013款 1.6L 自动 风尚版,1.60,2016,西安,9.80,大众
POLO 2009款 劲情 1.4L 手动时尚版,8.36,2009,成都,3.98,大众
POLO 2006款 劲取 1.4L 手动 舒雅版,8.00,2006,温州,2.20,大众
高尔夫 2014款 1.4TSI 自动舒适型,1.50,2015,宁波,10.88,大众
速腾 2009款 1.6L 自动时尚型天窗版,8.24,2009,长春,5.60,大众
高尔夫 2012款 1.6L 自动 时尚型,5.00,2012,武汉,6.88,大众
朗逸 2013款 经典款 1.6L 手自一体 风尚版,3.18,2014,重庆,8.88,大众
宝来 2013款 1.6L 自动 舒适型,2.29,2013,杭州,7.80,大众
朗逸 2008款 1.6L自动品悠版,7.90,2009,上海,4.36,大众
宝来 2013款 1.6L 自动 舒适型,3.30,2013,成都,7.28,大众
POLO 2011款 1.6L 自动 致尚版,4.48,2011,银川,5.80,大众
甲壳虫 2013款 1.2 TSI 时尚型,4.00,2013,济南,13.90,大众
POLO 2016款 1.6L 自动 舒适版,0.84,2017,宁波,8.48,大众
宝来 2017款 1.6L 手自一体 时尚版,0.52,2017,临沂,8.60,大众
辉腾 2015款 3.0L 智享版,2.30,2015,西安,48.80,大众
桑塔纳 2006款 3000 超越者 1.8手动导入型,8.70,2006,昆明,2.30,大众
尚酷 2014款 1.4 TSI 竞驰版,3.00,2014,常州,14.80,大众
大众CC 2013款 1.8T 双离合 豪华型,3.60,2013,北京,17.30,大众
迈腾 2018款 330TSI 双离合 舒适版,0.13,2018,重庆,20.99,大众
POLO 2011款 1.4L 自动 致尚版,3.00,2011,温州,5.68,大众
甲壳虫 2007款 1.8T豪华型,7.39,2009,郑州,7.80,大众
宝来 2011款 1.4T 自动 舒适型,6.14,2010,大连,6.20,大众
迈特威 2016款 2.0TSI 四驱 尊享版 7座,1.60,2016,北京,49.80,大众
捷达 2010款 前卫,5.11,2011,临沂,3.40,大众
捷达 2015款 1.6L 自动舒适型,2.30,2015,福州,6.72,大众
桑塔纳 2005款 3000 超值型,10.00,2005,上海,0.98,大众
高尔夫 2012款 1.4T 自动豪华型,2.20,2013,大连,9.58,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,1.39,2015,成都,12.00,大众
速腾 2012款 1.6L 手自一体 舒适型,4.60,2013,柳州,8.98,大众
迈腾 2017款 380TSI 双离合 尊贵版,0.40,2016,郑州,22.80,大众
POLO 2009款 Cross 1.6 MT,8.00,2009,重庆,3.70,大众
途观 2010款 风尚版 1.8TSI 手自一体 4MOTION,7.00,2010,石家庄,10.66,大众
帕萨特 2015款 1.8T 双离合 尊雅版,1.50,2016,郑州,16.55,大众
途观 2013款 1.8TSI 手自一体 两驱 豪华版,0.60,2017,苏州,17.88,大众
捷达 2017款 1.4L 手动 时尚版,0.60,2017,哈尔滨,6.40,大众
速腾 2011款 1.4T 自动 豪华型,2.89,2012,上海,7.68,大众
高尔夫 2010款 1.6 手动舒适型,5.05,2011,石家庄,5.80,大众
